RoadSpeed,TirePressure,InclinationAngle,NormalForce,SlipAngle,ElapsedTime,AligningTorque,LateralForce,Index
25,12,0,-48.92,0.933,380.26,-1.32,-49.51,5007
25,12,0,-48.42,0.973,380.27,0.38,-50.69,5008
25,12,0,-49.51,1.005,380.28,2.13,-52.71,5009
25,12,0,-51.24,1.045,380.29,3.7,-54.92,5010
25,12,0,-58.72,1.182,380.33,7.06,-65.99,5014
25,12,0,-57.41,1.225,380.34,7.16,-65.66,5015
25,12,0,-55.13,1.28,380.35,6.52,-65.36,5016
25,12,0,-52.11,1.31,380.36,6.16,-64.54,5017
25,12,0,-50.07,1.353,380.37,6.31,-64.36,5018
25,12,0,-56.44,1.562,380.42,4.01,-76.2,5023
25,12,0,-59.15,1.645,380.44,2.92,-80.41,5025
25,12,0,-58.56,1.686,380.45,2.24,-80.88,5026
25,12,0,-49.4,1.832,380.49,0.93,-76.48,5030
25,12,0,-49.11,1.875,380.5,2.11,-78.14,5031
25,12,0,-51.01,1.911,380.51,3.6,-80.4,5032
25,12,-0,-52.14,1.94,380.52,4.21,-82.97,5033
25,12,0,-55.11,1.996,380.53,4.31,-85.84,5034
25,12,0,-55.07,2.205,380.58,5.69,-88.62,5039
25,12,0,-49.32,2.284,380.6,4.88,-84.53,5041
25,12,0,-54.98,2.495,380.65,3.52,-94.34,5046
25,12,0,-57.01,2.524,380.66,3.05,-96.8,5047
25,12,0,-58.03,2.571,380.67,2.83,-98.11,5048
25,12,0,-56.89,2.6,380.68,1.92,-97.6,5049
25,12,-0,-54.79,2.644,380.69,1.05,-95.85,5050
25,12,0,-51.76,2.673,380.7,1.2,-92.79,5051
25,12,0,-48.76,2.71,380.71,1.02,-90.26,5052
25,12,0,-46.8,2.747,380.72,1.75,-88.86,5053
25,12,0,-46.62,2.776,380.73,2.66,-89.29,5054
25,12,0,-47.49,2.823,380.74,4.18,-91.31,5055
25,12,0,-49.51,2.862,380.75,6.3,-94.43,5056
25,12,0,-52.1,2.889,380.76,7.64,-98.17,5057
25,12,0,-54.71,2.948,380.77,8.04,-101.34,5058
25,12,0,-48.98,3.151,380.82,5.47,-95.65,5063
25,12,-0,-46.11,3.203,380.83,4.84,-92.83,5064
25,12,0,-45.56,3.241,380.84,4.13,-92.23,5065
25,12,0,-45.69,3.279,380.85,3.69,-94.1,5066
25,12,0,-49.81,3.372,380.87,3.55,-102.04,5068
25,12,0,-52.75,3.413,380.88,3.43,-106.27,5069
25,12,0,-55.01,3.463,380.89,3.08,-110.01,5070
25,12,0,-55.97,3.488,380.9,1.76,-111.41,5071
25,12,0,-54.79,3.534,380.91,0.64,-110.31,5072
25,12,0,-52.41,3.578,380.92,-0.28,-106.77,5073
25,12,0,-49.56,3.612,380.93,-0.63,-101.72,5074
25,12,0,-46.15,3.758,380.97,3,-100.15,5078
25,12,0,-48.67,3.794,380.98,4.28,-105,5079
25,12,0,-51.55,3.837,380.99,6.09,-109.65,5080
25,12,0,-53.99,3.867,381,7.39,-113.63,5081
25,12,0,-55,3.907,381.01,7.6,-115.81,5082
25,12,0,-53.93,3.985,381.03,6.84,-111.86,5084
25,12,0,-51.24,4.029,381.04,5.98,-106.84,5085
25,12,0,-47.25,4.056,381.05,5.57,-101.88,5086
25,12,0,-45.25,4.106,381.06,5.55,-99.06,5087
25,12,0,-44.19,4.139,381.07,5.62,-99.34,5088
25,12,0,-45.05,4.194,381.08,5.58,-102.31,5089
25,12,0,-47.11,4.235,381.09,4.93,-107.17,5090
25,12,0,-54.86,4.358,381.12,3.2,-119.48,5093
25,12,0,-55.49,4.403,381.13,2.38,-120.08,5094
25,12,0,-52.35,4.471,381.15,0.75,-112.59,5096
25,12,0,-49.13,4.521,381.16,0.75,-107.49,5097
25,12,0,-48.36,4.719,381.21,5.28,-114.12,5102
25,12,0,-51.43,4.762,381.22,6,-118.37,5103
25,12,0,-53.54,4.809,381.23,6.2,-121.46,5104
