RoadSpeed,TirePressure,InclinationAngle,NormalForce,SlipAngle,ElapsedTime,AligningTorque,LateralForce,Index,SourceFile
25,12,2,-204.14,-12.158,490.92,19.93,478.43,9665,R20MZ_IA-2_FZ_200_filtered
25,12,2,-204.09,-10.237,491.39,-5.89,474.72,9712,R20MZ_IA-2_FZ_200_filtered
25,12,2,-204.04,-10.699,491.28,5.13,473.15,9701,R20MZ_IA-2_FZ_200_filtered
25,12,2,-204.03,-12.194,490.83,-6.16,475.99,9656,R20MZ_IA-2_FZ_200_filtered
25,12,2,-204.02,-4.246,492.9,-17.32,374.69,9863,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.92,-8.961,491.72,0.01,473.77,9745,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.91,-4.683,492.79,-14.87,391.76,9852,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.87,-8.885,491.74,1.4,472.08,9747,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.87,-3.272,493.14,-15.58,328.14,9887,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.84,-9.318,491.62,-6.33,473.8,9735,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.8,-9.8,491.51,7.9,474.1,9724,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.79,-7.217,492.15,-10.25,456.41,9788,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.77,-9.356,491.61,-5.8,474.57,9734,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.76,-6.039,492.45,-12.17,431.15,9818,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.76,-3.673,493.04,-15.61,349.52,9877,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.72,-10.749,491.27,7.35,474.85,9700,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.63,-11.183,491.16,0.45,474.24,9689,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.63,-5.038,492.7,-14.32,403.35,9843,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.6,-9.889,491.49,7.79,475.48,9722,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.55,-4.59,492.81,-15.36,388.16,9854,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.54,-8.536,491.82,-1.06,470.98,9755,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.48,-11.215,491.15,-0.07,475.8,9688,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.46,-5.082,492.69,-14.51,404.46,9842,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.38,1.202,481.76,34.37,-120.9,8751,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.38,-6.955,492.22,-8.02,451.32,9795,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.37,-9.007,491.71,-0.71,473.46,9744,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.37,-8.096,491.93,-8.17,467.12,9766,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.36,-6.001,492.46,-11.62,430.06,9819,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.33,-11.152,491.17,0.61,471.6,9690,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.3,-11.657,491.03,2.94,475.8,9676,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.3,-3.745,493.02,-16.32,353.4,9875,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.29,-7.26,492.14,-10.26,455.94,9787,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.23,-11.517,491.06,-8.79,471.45,9679,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.21,-10.195,491.4,-5.24,473.47,9713,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.2,-12.067,490.95,32.81,472.21,9668,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.13,-6.839,492.25,-4.83,449.74,9798,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.13,-4.187,492.91,-16.02,372.8,9864,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.11,-4.634,492.8,-14.9,389.71,9853,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.09,-3.711,493.03,-16.23,351.37,9876,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203.03,-10.999,490.47,2.47,479.19,9621,R20MZ_IA-2_FZ_200_filtered
25,12,2,-203,-12.176,490.91,14.6,477.92,9664,R20MZ_IA-2_FZ_200_filtered
25,12,2,-202.98,-11.702,490.69,15.95,478.2,9643,R20MZ_IA-2_FZ_200_filtered
25,12,2,-202.97,-8.857,491.75,2.64,469.91,9748,R20MZ_IA-2_FZ_200_filtered
25,12,2,-202.89,-7.922,491.98,-4.02,464.46,9771,R20MZ_IA-2_FZ_200_filtered
25,12,2,-202.71,-10.808,491.26,9.93,475.6,9699,R20MZ_IA-2_FZ_200_filtered
25,12,2,-202.68,-9.393,491.6,-4.53,474.37,9733,R20MZ_IA-2_FZ_200_filtered
25,12,2,-202.64,-11.483,490.59,3.3,476.22,9633,R20MZ_IA-2_FZ_200_filtered
25,12,2,-202.58,-9.938,491.48,7.15,474.81,9721,R20MZ_IA-2_FZ_200_filtered
25,12,2,-202.53,-10.084,490.24,-0.11,483.85,9598,R20MZ_IA-2_FZ_200_filtered
25,12,2,-202.48,-6.932,492.23,-7.05,450.51,9796,R20MZ_IA-2_FZ_200_filtered
25,12,2,-202.46,-11.44,490.58,3.79,478.08,9632,R20MZ_IA-2_FZ_200_filtered
