AmbientRoomTemperature,ElapsedTime,LongitudinalForce,LateralForce,NormalForce,InclinationAngle,OverturningMoment,AligningTorque,WheelRotationalSpeed,NormalizedLongitudinalForce(FX/FZ),NormalizedLateralForce(FY/FZ),TirePressure,EffectiveRadius,LoadedRadius,RoadSurfaceTemperature,SlipAngle,SlipRatioTextbook,SlipRatioBasedOnRL,TireSurfaceTemperature-Center,TireSurfaceTemperature-Inboard,TireSurfaceTemperature-Outboard,RoadSpeed,testid,tireid,Index
78.55,885.9,-9.23,-79.86,-249.7,-0,2.77,10.17,0.09,0.037,0.3198,9.84,44430.23,7.5,92.84,0.609,-0,-0.9998,109.61,111.45,117.56,25.01,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21192
78.52,885.91,-10.39,-84.67,-249.33,0.001,2.93,11.17,0.09,0.0417,0.3396,9.85,44398.82,7.5,92.8,0.652,-0,-0.9998,109.59,111.41,117.65,24.99,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21193
78.54,885.92,-11.76,-90.88,-251.16,-0.005,3.18,12.2,0.03,0.0468,0.3618,9.85,160219.61,7.51,92.78,0.7,-0,-1,109.59,111.39,117.73,24.99,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21194
78.56,885.93,-12.81,-97.75,-253.51,0.013,2.42,12.98,0.03,0.0505,0.3856,9.84,160292.23,7.5,92.8,0.736,-0,-1,109.57,111.39,117.77,25,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21195
78.52,885.94,-12.95,-104.59,-255.43,-0.003,0.95,13.9,0.09,0.0507,0.4095,9.85,44376.91,7.51,92.84,0.753,-0,-0.9998,109.57,111.34,117.87,24.98,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21196
78.53,885.95,-12.45,-111.44,-258.2,0.003,0.94,14.83,-0.04,0.0482,0.4316,9.84,-99569.3,7.51,92.88,0.816,-0,-1.0001,109.59,111.32,117.93,24.98,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21197
78.55,885.96,-11.5,-117.49,-259.66,-0.002,1.45,15.29,-0.04,0.0443,0.4525,9.86,-99544.82,7.51,92.87,0.858,-0,-1.0001,109.65,111.25,117.97,24.98,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21198
78.54,885.97,-9.37,-122.77,-258.7,0.006,1.52,16.47,0.09,0.0362,0.4745,9.85,44395.38,7.5,92.86,0.898,-0,-0.9998,109.65,111.3,118.07,24.99,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21199
78.52,885.98,-8.05,-127.07,-256.18,-0.006,2.34,16.98,-0.04,0.0314,0.496,9.84,-99635.12,7.51,92.86,0.918,-0,-1.0001,109.67,111.32,118.09,25,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21200
78.54,885.99,-7.11,-130.78,-253.76,0.01,4.26,17.54,-0.04,0.028,0.5154,9.85,-99610.34,7.5,92.87,0.964,-0,-1.0001,109.63,111.28,118.15,25,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21201
78.57,886,-7.12,-134.32,-250.68,0.013,4.8,18.15,0.09,0.0284,0.5358,9.86,44414.45,7.51,92.87,0.991,-0,-0.9998,109.61,111.21,118.19,25,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21202
78.54,886.01,-7.62,-138.2,-249.41,0.019,5.61,19.3,0.03,0.0306,0.5541,9.88,160237.95,7.5,92.9,1.041,-0,-1,109.57,111.21,118.23,25,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21203
78.52,886.02,-8.72,-142.83,-248.96,-0.002,6.15,20.32,-0.04,0.035,0.5737,9.88,-99536.43,7.51,92.9,1.083,-0,-1.0001,109.52,111.1,118.29,24.98,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21204
78.56,886.03,-9.42,-148.74,-250.18,0.001,5.95,22.37,-0.04,0.0377,0.5945,9.86,-99488.88,7.51,92.94,1.116,-0,-1.0001,109.55,110.99,118.31,24.97,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21205
78.55,886.04,-9.83,-155.13,-251.66,0.004,5.09,24.16,0.03,0.0391,0.6164,9.88,160008.03,7.51,92.91,1.147,-0,-1,109.57,110.9,118.37,24.96,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21206
