AmbientRoomTemperature,ElapsedTime,LongitudinalForce,LateralForce,NormalForce,InclinationAngle,OverturningMoment,AligningTorque,WheelRotationalSpeed,NormalizedLongitudinalForce(FX/FZ),NormalizedLateralForce(FY/FZ),TirePressure,EffectiveRadius,LoadedRadius,RoadSurfaceTemperature,SlipAngle,SlipRatioTextbook,SlipRatioBasedOnRL,TireSurfaceTemperature-Center,TireSurfaceTemperature-Inboard,TireSurfaceTemperature-Outboard,RoadSpeed,testid,tireid,Index
78.42,650.586,-8.76,-3.56,-202.4,4.009,-22.3,35.83,-0.04,0.0433,0.0176,12,-99346.37,7.68,91.51,0.533,-0,-1.0001,119.76,119.07,120.35,24.93,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",14961
78.4,650.596,-10.44,-8.57,-201.54,3.998,-22.01,36.21,0.03,0.0518,0.0425,11.95,159890.69,7.68,91.45,0.576,-0,-1,119.78,119.11,120.33,24.94,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",14962
78.38,650.606,-12.31,-14.05,-201.06,3.996,-22.93,36.57,0.03,0.0612,0.0699,11.94,159851.61,7.69,91.4,0.621,-0,-1,119.78,119.13,120.35,24.93,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",14963
78.4,650.616,-13.86,-19.58,-202.11,3.994,-22.94,36.92,0.09,0.0686,0.0969,12,44295.78,7.68,91.35,0.659,-0,-0.9998,119.8,119.05,120.35,24.93,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",14964
78.42,650.626,-14.38,-25.05,-204.3,3.998,-22.83,37.82,0.03,0.0704,0.1226,12.1,159922.59,7.68,91.34,0.696,-0,-1,119.76,118.98,120.31,24.94,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",14965
78.39,650.636,-14.26,-30.51,-206.55,4.004,-22.95,38.34,0.09,0.069,0.1477,12.17,44305.1,7.68,91.37,0.734,-0,-0.9998,119.78,118.94,120.29,24.94,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",14966
78.38,650.646,-13.57,-35.8,-208.88,4.001,-22.36,38.68,0.09,0.065,0.1714,12.19,44325.1,7.68,91.38,0.777,-0,-0.9998,119.82,118.89,120.29,24.95,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",14967
78.42,650.656,-11.71,-41.18,-209.6,3.997,-22.29,39.19,0.03,0.0559,0.1965,12.13,159990.89,7.68,91.38,0.817,-0,-1,119.82,118.91,120.33,24.96,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",14968
78.42,650.666,-9.57,-45.63,-207.77,3.988,-22.2,39.7,0.03,0.0461,0.2196,12.03,159952.67,7.69,91.38,0.838,-0,-1,119.82,118.91,120.29,24.95,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",14969
78.38,650.676,-7.9,-49.8,-205.92,4.004,-21.1,40.26,0.03,0.0384,0.2418,11.95,160024.25,7.68,91.35,0.888,-0,-1,119.78,118.98,120.27,24.96,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",14970
78.4,650.686,-7.2,-54.15,-203.3,4.001,-21.02,40.59,0.09,0.0354,0.2664,11.92,44374.38,7.68,91.29,0.925,-0,-0.9998,119.69,118.98,120.21,24.98,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",14971
78.42,650.696,-7.97,-57.88,-200.96,4,-20.93,40.67,0.09,0.0397,0.288,11.97,44404.85,7.68,91.27,0.951,-0,-0.9998,119.67,119.05,120.13,25,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",14972
78.4,650.706,-8.98,-61.82,-200.36,4.01,-20.28,41.79,0.09,0.0448,0.3085,12.04,44414.28,7.68,91.27,1.002,-0,-0.9998,119.65,119.11,120.11,25,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",14973
78.38,650.716,-10.12,-66.17,-200.02,3.996,-20.3,43.2,0.09,0.0506,0.3308,12.1,44382.77,7.69,91.27,1.038,-0,-0.9998,119.65,119.16,120.11,24.98,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",14974
78.41,650.726,-11.02,-70.66,-200.48,3.997,-20.45,44.79,0.09,0.0549,0.3524,12.1,44361.62,7.69,91.27,1.069,-0,-0.9998,119.63,119.13,120.17,24.97,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",14975
78.41,650.736,-10.72,-75.68,-202.28,3.998,-20.9,46.78,0.09,0.053,0.3741,12.04,44329.92,7.69,91.25,1.114,-0,-0.9998,119.59,119.16,120.21,24.96,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",14976
78.38,650.746,-10.4,-80.2,-204.69,4,-21.05,47.86,-0.04,0.0508,0.3918,11.95,-99510.27,7.69,91.25,1.157,-0,-1.0001,119.56,119.18,120.27,24.97,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",14977
78.39,650.756,-9.1,-84.67,-207.22,3.988,-19.98,48.69,0.16,0.0439,0.4086,11.92,25770.82,7.69,91.29,1.201,-0,-0.9997,119.59,119.18,120.25,25,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",14978
