RoadSpeed,TirePressure,InclinationAngle,NormalForce,SlipAngle,ElapsedTime,AligningTorque,LateralForce,Index
25,12,2,-100.81,0.538,616.767,15.26,-37.62,13716
25,12,2,-102.63,0.566,616.777,14.4,-41.45,13717
25,12,2,-104.89,0.976,616.877,18.87,-74,13727
25,12,2,-101.27,1.195,616.937,21.06,-87.56,13733
25,12,2,-108.72,1.499,617.007,19.61,-109.4,13740
25,12,2,-106.61,1.554,617.027,17.69,-113.16,13742
25,12,2,-102.35,1.645,617.047,17.53,-114.21,13744
25,12,2,-105.54,1.838,617.097,19.84,-127.17,13749
25,12,2,-108.34,1.905,617.117,21.26,-133.48,13751
25,12,2,-108.19,1.953,617.127,21.28,-135.47,13752
25,12,2,-100.34,2.256,617.197,20.24,-141.73,13759
25,12,2,-103.78,2.813,617.347,23,-167.88,13774
25,12,2,-100.63,3.245,617.447,19.37,-176.48,13784
25,12,2,-101.94,3.283,617.457,18.51,-180.33,13785
25,12,2,-94.1,3.497,617.507,13.9,-173.05,13790
25,12,2,-99.89,3.78,617.587,21.33,-191.71,13798
25,12,2,-93.76,3.916,617.617,20.72,-181.92,13801
25,12,2,-99.6,4.232,617.697,16.77,-200.4,13809
25,12,2,-95.55,4.315,617.717,14.47,-193.66,13811
25,12,2,-91.96,4.392,617.737,14.38,-188,13813
25,12,2,-98.66,4.636,617.797,19.39,-207.72,13819
25,12,2,-94.19,4.812,617.837,18.17,-198.67,13823
25,12,2,-91.08,5.801,618.087,14.75,-209.13,13848
25,12,2,-96.79,5.963,618.127,17.19,-224.54,13852
25,12,2,-99.05,6.003,618.137,17.23,-228.18,13853
25,12,2,-96.56,6.166,618.177,14.59,-220.17,13857
25,12,2,-98.39,6.605,618.287,14.63,-228.18,13868
25,12,2,-95.69,6.648,618.297,14.2,-224.05,13869
25,12,2,-93.56,6.676,618.307,14.26,-221.63,13870
25,12,2,-92.43,6.722,618.317,14.29,-221.53,13871
25,12,2,-92.79,6.761,618.327,14.87,-223.81,13872
25,12,2,-100.22,6.921,618.367,16.76,-239.46,13876
25,12,2,-99.64,7.041,618.397,14.14,-235.61,13879
25,12,2,-99.64,7.369,618.477,16.72,-242.43,13887
25,12,2,-98.47,7.518,618.517,13.77,-237.16,13891
25,12,2,-96.26,7.762,618.577,15.67,-239.58,13897
25,12,2,-93.63,8.082,618.657,13.3,-231.57,13905
25,12,2,-102.48,8.361,618.727,14.08,-250.58,13912
25,12,2,-99.97,8.437,618.747,12.44,-240.84,13914
25,12,2,-95.79,8.52,618.767,12.01,-232.41,13916
25,12,2,-93.89,8.56,618.777,12.34,-232.77,13917
25,12,2,-101.53,8.775,618.827,14.58,-252.16,13922
25,12,2,-97.47,9.412,618.987,11.34,-237.64,13938
25,12,2,-95.63,9.566,619.027,13.25,-242.82,13942
