AmbientRoomTemperature,ElapsedTime,LongitudinalForce,LateralForce,NormalForce,InclinationAngle,OverturningMoment,AligningTorque,WheelRotationalSpeed,NormalizedLongitudinalForce(FX/FZ),NormalizedLateralForce(FY/FZ),TirePressure,EffectiveRadius,LoadedRadius,RoadSurfaceTemperature,SlipAngle,SlipRatioTextbook,SlipRatioBasedOnRL,TireSurfaceTemperature-Center,TireSurfaceTemperature-Inboard,TireSurfaceTemperature-Outboard,RoadSpeed,testid,tireid,Index
79.27,760.603,-3.51,-257.82,-206.17,0.01,8.69,25.2,0.04,0.017,1.2505,12.32,97059.18,7.63,97.48,2.384,-0,-0.9999,138.94,138.17,138.38,25.03,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21747
79.29,760.613,-4.06,-252.98,-204.33,-0,8.51,24.78,0.04,0.0199,1.2381,12.24,97084.2,7.63,97.48,2.342,-0,-0.9999,138.79,138.2,138.14,25.03,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21748
79.31,760.623,-4.72,-248.49,-203.24,0.003,8.29,25.02,0.04,0.0232,1.2226,12.11,97019.33,7.63,97.48,2.299,-0,-0.9999,138.62,138.15,137.93,25.01,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21749
79.28,760.633,-5.58,-244.47,-203.03,0.01,8.07,25.56,0.04,0.0275,1.2041,11.99,96954.31,7.63,97.43,2.258,-0,-0.9999,138.62,138.17,137.77,25,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21750
79.28,760.643,-6.43,-240.91,-204.12,0.009,8.35,26.06,0.04,0.0315,1.1802,11.93,96933.56,7.63,97.42,2.227,-0,-0.9999,138.62,138.17,137.71,24.99,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21751
79.31,760.653,-6.8,-237.97,-205.17,0.006,7.43,26.34,0.04,0.0331,1.1599,11.94,96846.38,7.63,97.36,2.179,-0,-0.9999,138.49,138.09,137.73,24.97,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21752
79.29,760.663,-6.84,-235.65,-206.33,-0,6.28,26.26,0.04,0.0331,1.1421,12.02,96802.91,7.63,97.33,2.152,-0,-0.9999,138.34,137.89,137.85,24.96,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21753
79.27,760.673,-6.21,-233.2,-208.24,0.013,6.57,26.08,0.11,0.0298,1.1198,12.15,37527.89,7.63,97.31,2.114,-0,-0.9998,138.21,137.69,137.99,24.95,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21754
79.29,760.683,-5.91,-230.39,-209.66,0.003,7.33,25,0.11,0.0282,1.0989,12.26,37537.46,7.63,97.29,2.073,-0,-0.9998,138.08,137.62,138.18,24.96,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21755
79.31,760.693,-5.17,-227.61,-209.29,0.01,6.76,24.19,0.11,0.0247,1.0875,12.36,37511.82,7.63,97.26,2.047,-0,-0.9998,137.97,137.54,138.28,24.94,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",21756
