AmbientRoomTemperature,ElapsedTime,LongitudinalForce,LateralForce,NormalForce,InclinationAngle,OverturningMoment,AligningTorque,WheelRotationalSpeed,NormalizedLongitudinalForce(FX/FZ),NormalizedLateralForce(FY/FZ),TirePressure,EffectiveRadius,LoadedRadius,RoadSurfaceTemperature,SlipAngle,SlipRatioTextbook,SlipRatioBasedOnRL,TireSurfaceTemperature-Center,TireSurfaceTemperature-Inboard,TireSurfaceTemperature-Outboard,RoadSpeed,testid,tireid,Index
79.56,856.471,-11.14,-80.29,-255.85,0.006,0.09,9.36,0.11,0.0436,0.3138,12,37534.48,7.56,95.94,0.558,-0,-0.9998,118.23,120.1,122.49,24.94,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",24933
79.53,856.481,-10.02,-85.4,-254.33,0.01,0.08,10.21,0.04,0.0394,0.3358,11.95,96843.35,7.56,95.93,0.602,-0,-0.9999,118.28,120.06,122.52,24.96,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",24934
79.56,856.491,-9.86,-89.87,-252.05,-0,0.51,10.28,0.11,0.0391,0.3566,11.93,37559.89,7.57,95.97,0.636,-0,-0.9998,118.21,119.97,122.41,24.96,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",24935
79.58,856.501,-10.4,-94.38,-250.56,0.016,0.88,10.74,0.11,0.0415,0.3767,12.01,37559.3,7.56,95.96,0.694,-0,-0.9998,118.11,119.95,122.27,24.96,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",24936
79.55,856.511,-11.5,-99.17,-249.86,0.012,1.64,10.99,0.18,0.046,0.3969,12.14,23279.79,7.56,95.97,0.731,-0,-0.9997,118.04,120.06,122.13,24.94,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",24937
79.54,856.521,-13.33,-104.28,-249.34,-0,1.3,10.96,0.18,0.0535,0.4182,12.26,23268.77,7.57,95.98,0.761,-0,-0.9997,118.11,120.08,122.11,24.93,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",24938
79.57,856.531,-14.54,-110.03,-249.59,0.001,1.24,11.54,0.04,0.0582,0.4408,12.35,96815.31,7.57,96,0.802,-0,-0.9999,118.15,120.08,122.19,24.95,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",24939
79.56,856.541,-15.17,-116.1,-250.87,0.013,1.59,12.27,0.18,0.0605,0.4628,12.34,23306.05,7.57,96,0.84,-0,-0.9997,118.08,120.01,122.35,24.97,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",24940
79.53,856.551,-14.74,-122.78,-252.18,0.007,1.19,13.36,-0.03,0.0584,0.4869,12.28,-167532.98,7.57,95.99,0.88,-0,-1,118.08,119.97,122.49,25,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",24941
79.55,856.561,-13.25,-128.83,-253.49,-0.002,1.41,15.18,0.11,0.0523,0.5082,12.16,37635.24,7.57,96,0.908,-0,-0.9998,118.13,119.9,122.66,25.01,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",24942
